age,gender,height_cm,weight_kg,bodyFat_,gripForce,sitAndBendForward_cm,situpsCounts,broadJump_cm
26,M,167.6,71.6,16.7,48.2,23.3,51,230
44,M,165,57.1,16.2,40.3,11,24,211
31,M,171,75.8,15.8,67.1,19.6,57,243
26,M,176.8,67.3,17.8,42.9,13.5,49,224
36,M,180.5,78.9,18.6,47.5,8,51,212
23,F,163.9,59.14,18.5,32.6,24.5,49,210
55,M,177.5,79.8,30.46432,46.3,6.3,24,168
61,M,178.2,83.1,19.2,45.4,13.1,40,178
47,M,155,60.6,20.4,41.8,12.7,48,178
45,M,173.4,72,21.2,47.5,17.4,47,231
30,F,167,52.1,27,21.1,-1.4,39,140
64,F,154.4,48.2,29.6,23.2,8.8,30,160
21,M,177.5,74.1,17.8,34.7,8.2,42,202
21,F,166.2,55.7,29.1,29.8,25.1,52,183
27,M,169,68.1,14.2,39.7,13.6,49,279
24,F,166.8,53.5,24.5,24.3,23.6,43,158
39,F,158.8,47,24,24.9,17.9,34,159
25,M,181.8,92.44,23.3,40.6,10.5,48,237
21,F,168.7,62,19.7,31.2,26.8,56,170
21,M,170.1,66.5,14.3,43.1,18.7,61,237
63,M,165.5,79.4,31.4,44.6,12.6,28,189
23,M,177.5,72.2,17.3,37.1,11.4,32,167
63,F,149.4,57,38,25.9,23.5,0,69
31,M,172.9,72.9,13.1,44.6,17.8,63,240
64,M,175.3,81.2,35.8,35.7,11.7,8,158
50,M,166,70,29,39.4,1.9,32,173
47,M,169.2,71.7,24.6,37.1,6.71,34,203
43,M,172.3,74.3,25.8,45.3,1.5,25,204
28,F,166.6,63.1,34.4,32.4,23,41,171
26,M,167,61.2,25.7,36.1,17.5,41,223
22,M,175.3,64.2,22.3,33.5,-0.2,35,200
22,M,173.5,53.8,14.7,37.4,-10,26,203
49,F,163.7,70.6,38.7,30.8,11.7,6,147
39,F,159.9,49.8,32.9,17.1,9,38,137
49,F,158.5,63.8,36.5,25.9,18,41,127
23,F,164.5,47.4,19.4,18.5,10.2,23,176
32,M,171.2,70.8,20.3,38.7,8.3,49,196
31,M,169.3,65.04,19.7,37.9,7,46,211
40,M,174.4,74.7,18,46.9,22.4,47,233
29,M,187,88.2,21.4,43.9,17,41,232
60,F,154.7,50.4,29.1,19.2,20,24,152
22,M,178.9,88.6,12.5,63.7,18.4,61,294
25,M,168.2,80.8,22.5,55.4,19.3,45,250
26,F,164.3,55.6,24.5,26.3,13.4,28,166
34,M,171.7,74.22,22.6,56.1,11.4,38,229
39,M,174.7,74.9,15.4,48.3,21.1,61,232
38,M,175.3,95.4,28,45.7,-16.3,44,178
51,F,151,50.2,28.5,20.9,17.8,13,131
31,F,152.2,54.3,31.4,25.5,13.6,56,188
36,M,169,59.2,15.8,42.1,23.5,60,230
38,M,177.6,86.6,17,39.3,14.5,52,235
41,M,172.6,68.9,17.3,43.9,18.2,52,226
28,M,169.6,65.3,17.3,45.7,12.4,45,192
26,M,173.7,87.4,18.1,45.3,16,56,208
31,M,172,66.3,19.7,42,16.3,53,230
27,M,170.7,86.3,34.2,54.1,19.6,63,226
37,M,180.3,86.3,26.4,53.9,19.1,50,235
45,M,167.7,66.5,18.8,43.1,10.8,35,179
62,F,152.6,45,19.2,24,13.4,12,85
30,M,167.7,70.9,16.4,49.4,18.8,55,232
23,M,170.7,70.4,18.8,34.5,11.2,53,225
48,F,167,62.6,30.2,23.2,24,35,150
57,M,170.6,64.52,17.3,40.2,10.1,42,181
27,M,173.8,87,24.1,39.9,22.5,50,189
52,F,166.4,61.1,23.9,15.5,21,27,148
23,M,166.4,65.2,18.1,37,10.2,53,212
28,M,169,65.1,19.6,47.4,20.8,54,252
40,M,183,74.9,15.1,55.5,16.9,42,220
22,F,162.6,54.9,26,24.2,29.8,36,192
47,F,155.7,59.1,27.4,25,3.2,17,129
24,M,175.7,86.2,20.9,43.7,16.6,56,219
58,M,165.3,69.9,19.8,46.9,18.6,47,160
24,M,175.2,72.4,20.7,38.4,16.4,52,242
62,F,153.1,52.32,23,21.2,20.5,16,96
42,F,157.1,59.7,33,26.3,16.9,27,153
40,F,167,54.3,20,26.7,19.5,37,157
23,M,171.4,70.1,15.2,46.8,-2.5,57,234
24,F,156,44.5,23.1,26.7,24.7,25,142
39,M,172,73,16.1,51,-7,46,211
37,M,174.4,78.7,23,41.9,10.2,49,242
37,M,177.3,75.3,20.4,36,17.3,53,221
60,F,156.8,60.9,25.8,30.9,20.3,20,153
28,M,170.7,71.5,14.9,49.9,15.8,61,239
24,M,176.7,77.7,15.4,51.5,28.9,60,258
57,F,159.4,56.2,26.6,23.1,11.7,0,90
23,M,176.5,69.8,15.7,40.4,14.3,52,228
21,F,166.5,50.4,21.4,30.2,19.1,33,174
21,M,170.5,74.8,13.7,48.9,15.4,57,199
55,F,159.3,55.5,29.7,21.8,22.5,31,118
25,M,165.9,83.3,30.4,40.9,5.1,46,178
37,M,168.1,75.7,20.6,47.9,22.9,48,236
22,F,165.6,47.3,26.6,23.1,23.6,38,167
37,M,173.8,79.7,24.5,42.9,17.9,48,221
45,M,170.5,88.1,30.7,51,21.1,36,212
21,M,170.1,63.5,25.7,27.3,18.4,40,211
54,M,177.5,83.6,25,43,9.2,30,155
48,F,165.5,74.5,31.8,32.8,4,18,160
33,F,171,57.9,22.5,29.7,23.8,39,155
33,M,174,67.7,19.5,50.1,21.5,67,255
26,M,173,72.8,14.1,38.5,17.6,52,242
37,M,173,92.5,34.2,33.9,17.5,30,198
61,F,166.1,57.6,30,25.8,20.3,12,117
33,F,157.2,50.8,32.6,22.6,18.8,38,141
51,M,174.5,79.9,17.8,53.7,15.8,49,228
50,F,157.7,59.7,32.5,23.5,20.9,25,111
22,M,173.2,69,15.1,41,11.7,62,217
36,M,172.7,70.1,17.2,36.5,9.3,42,231
51,M,172,68.5,10.1,47.2,12.2,45,207
23,M,175.3,69.3,18.8,41.8,7.1,49,219
47,F,153,57.9,34.6,22.9,3.6,12,120
45,F,154.7,41.8,15.9,18.9,22.1,28,146
43,F,156.4,50,19.3,32.4,23.8,34,175
22,F,157.2,58.9,33.2,22.2,9,31,159
22,F,160.1,48,21.7,22.9,24.1,49,178
26,M,172.5,70.7,18.7,42.3,12.9,56,221
23,M,166.2,63.8,18,39.8,17.9,64,208
42,F,162.8,60.1,27.4,28.2,19.5,38,156
24,M,174.1,74.5,16.5,52,16.7,58,218
26,F,162.4,49.5,24.3,27,24.7,39,167
42,F,167.9,66.8,36.6,18.4,8.5,12,107
21,M,169.9,64.8,12.1,42.9,16.8,74,260
41,F,163.6,56.1,29,17,9.8,29,143
47,M,166.2,52.9,10.6,35.6,-20,13,155
60,M,168,72.8,25.9,39.1,19,40,172
54,F,155.1,52.6,39.2,19.2,19,0,132
29,F,161.6,47.6,20.3,29.9,21.2,37,176
21,F,161.4,55.1,29.1,20.9,13.5,32,163
58,M,175.6,67.7,18.2,40.4,22.8,38,241
57,M,165.9,85.3,26.3,44.9,10.8,30,180
26,F,163.6,71.3,37.2,20.7,22.7,15,157
60,M,164.2,58.9,25,29.9,5.2,21,170
37,M,176.5,77.9,20.6,52.1,18.3,45,237
27,M,174,63.4,11.7,47.4,15.5,56,235
27,F,174.6,60.7,18.3,30.4,21,64,187
23,F,156.9,47.4,26.1,21.2,9.2,30,113
21,F,172.9,65.16,25.7,33.3,11.9,45,189
26,F,164.6,57.3,28,27.2,18.6,47,172
26,F,159.6,47.2,22.5,24,-6,8,142
63,M,164,67,25.1,41.1,3.9,37,137
47,M,169.1,71.2,24.7,41.2,12.2,37,210
55,M,159.4,57.42,15.8,39,8.7,47,137
22,F,166.3,52.2,24.9,24.3,14.4,32,178
57,F,155.7,74.2,42.4,22.4,12.2,0,100
25,M,170.4,70.7,25.9,50,1.6,38,193
21,M,181,68.7,10,37.2,9.2,57,234
46,F,153,57.5,36.3,25.5,20.4,25,145
26,F,163,47.6,19.7,23.1,19.7,46,174
46,F,156.9,63.9,22.9,20.3,21.2,6,116
27,F,160.1,58.4,37,18.4,8.8,22,151
26,F,151.8,38.1,23.3,21.9,24.4,38,179
48,F,154.5,50.7,29.2,24.2,12.4,20,138
60,M,176.7,80.9,31.6,40.9,16.4,20,177
42,M,170.8,71.56,20.5,47.1,-1.4,47,217
59,F,160.3,55,27.3,25.9,5.4,1,116
35,F,162,48.2,31.3,20.3,21,35,146
23,M,176.6,78.6,22,49.4,4.3,55,230
58,F,154,55,33.1,20.8,15.8,20,164
31,M,173.6,94.4,35.5,50.4,7.2,45,212
24,F,175.5,58.7,17.2,30,17.2,37,155
54,F,152.2,56.5,35.2,17.7,12.7,8,105
30,M,164,67.8,27.9,43.9,21,48,207
32,M,168.2,62.9,18.6,37.8,20.7,56,226
51,F,156.5,52.6,30.6,24.6,19.5,28,140
29,M,174.3,78.8,19.2,49.2,9.8,43,232
34,F,156.9,49.4,24.5,22.2,23.1,35,162
22,M,178,77.94,19.6,40.4,24.8,54,236
32,F,159.2,56.7,25.9,21.7,27.5,37,175
21,M,182.2,86.2,17.1,51.6,9.7,53,237
30,F,157.7,54,34.7,26.7,13.4,41,148
47,M,173.4,67.1,20,44.5,23.3,49,229
37,F,163,50.3,20.7,22.9,6.4,5,149
31,F,160,48.8,21.4,24.4,23.9,20,150
39,M,176.9,77,21.3,59.4,12.1,48,240
43,M,172.8,76,22.1,37.9,13.5,43,212
49,F,166.3,65.3,30.7,23.6,18.1,23,102
40,M,163.3,76,26.5,43.8,-8,36,215
41,F,150,58.3,30.5,31.6,14.3,27,164
21,M,173.1,67.1,9.8,44.6,14.51,53,246
24,M,181.3,70.8,9,50.9,17.9,57,246
23,F,163.3,51.8,25,26.5,28.2,44,146
45,F,154,52.9,26,24.4,14.8,21,140
24,F,159.6,54.9,32.4,21.1,11.7,12,143
35,M,168.6,68.24,9.6,42.4,14.6,45,235
41,F,161.6,70.4,20.1,32.8,19.5,34,175
37,M,167.6,75.6,23,48.1,13.5,49,215
24,M,173.8,80.7,21.7,43.9,8.5,64,186
27,M,177.4,84.5,21.6,47.5,28.8,54,182
28,M,172.9,74.6,13.7,46.9,17.4,64,239
54,M,169.7,66.6,18.6,47.2,21.7,43,213
33,M,179,71.6,13.2,46.3,14.6,50,252
33,M,179,86.8,25.8,52.9,14.8,43,212
28,M,173.7,75.1,18.3,39.9,5.9,44,213
24,M,184.3,69.7,14,35.6,2.5,46,217
22,F,156.3,55.1,34,25.7,28.3,40,189
42,F,156.7,49.6,29.5,21.5,24.9,31,145
57,F,157,61.1,34.8,22.8,13.5,21,124
24,M,173,73.6,11.9,57.1,22.1,59,255
58,F,152.5,51.9,25.3,23.8,21,20,100
28,F,162.9,63.1,27.1,34.2,31,49,176
47,M,171,76.2,17.9,50.9,27.7,51,227
64,F,150.8,43.9,20.8,21,27.2,39,142
28,F,167.2,60,27.9,29.4,22.3,46,173
23,M,168.5,65.9,12.7,37.5,21.4,62,254
22,M,171.8,72.6,24.3,29.4,18.5,43,195
64,M,167.2,73,20.8,34.6,18.7,24,152
59,M,160.8,60.6,22.4,36,11.3,33,177
21,M,171.7,65.2,18.4,37.9,23.1,51,237
30,M,180,81.7,15.1,42.6,14.7,56,221
48,F,157.7,59.44,36.5,29.9,14.9,20,161
25,F,174.5,66.6,33.1,27.1,4.5,15,143
53,M,168.6,66,18.4,34.2,10.5,28,181
26,M,164,60.6,18.1,32.8,16.7,60,230
21,M,171.7,77,24.4,36.1,13.5,34,204
61,F,154.9,54.3,25.7,26.1,24.3,28,101
45,M,171.5,74.9,25.8,39.9,6.2,25,187
34,M,173.4,85.6,28.8,34.1,-0.8,37,157
44,M,167.5,70,19.4,39.9,14.3,36,217
26,M,169.5,68.4,17.2,36.8,21.2,54,227
28,M,176.7,83.66,25.7,53.5,-0.7,32,222
47,M,165.1,71.8,25.5,41.7,11.1,41,211
61,F,167.4,60,30.3,24,21.7,18,148
23,M,177.4,69.7,12.77857,48.9,10.5,49,242
23,F,162.5,51.1,28.5,19.3,28.8,44,188
22,M,171.3,74.3,12.1,52.8,21.4,45,214
41,M,169.4,79.3,23.6,47.3,9.5,37,190
41,F,162.9,63,28.6,23.7,20.1,25,158
27,M,181,83.18,16.4,50.3,-0.1,22,220
22,F,160.8,53,22.8,29.1,22.6,44,179
48,F,162.5,60.4,28.1,29,24.2,38,164
62,M,163.3,65.4,27.4,35.7,5.5,35,175
25,F,164,61,23.5,33.3,32.7,39,182
57,F,153.2,59.1,40.3,18.6,11.7,15,103
35,M,167.2,72.5,13.4,43.9,19.8,55,246
23,M,169.9,69.4,16.4,37.4,8.2,42,201
32,F,173.2,65,29.9,30.5,23.2,35,137
31,M,176.7,80.32,20.8,43.9,17.2,57,221
22,F,160.1,49.6,34.3,21.6,4.2,23,120
28,M,173.3,80.2,24,49.8,9.8,45,214
39,M,188.1,81.6,16.1,46.3,20.4,46,242
56,M,161.2,60.1,21,33.6,14,34,190
24,M,186.3,84.1,13.3,43.9,10.7,62,230
24,F,165.7,57,18.5,31.2,27.1,50,174
57,M,172.7,81.6,37.3,47.1,9.1,33,178
35,M,176.2,63.9,17.4,33.9,6.6,45,204
55,F,162,51.6,23.6,24.9,22.8,28,151
64,M,166.7,62.7,23.4,33.2,12.9,19,173
54,F,162.1,60.9,32.6,22.4,14,0,60
34,M,180,85,12.8,61.7,16.5,54,245
34,F,157.5,46.1,23.3,22.7,6.7,43,173
47,M,173,57.6,16.2,35.3,6.5,40,175
22,M,177.9,93.4,36.8,32.8,2.8,31,169
40,M,173.2,75.5,18,46.6,24,46,215
48,M,165.6,55.2,13.3,33.9,12.7,40,190
23,M,173.5,92.9,30.6,49.5,13.6,45,194
63,M,165,62,20.7,42.2,12.6,31,180
34,M,174.1,66.9,18.4,42.9,6.2,47,222
60,F,162.4,62.1,26.2,22.5,21.6,13,124
28,M,164.2,70.5,22.9,40,8.3,53,193
36,M,173,73.44,15.1,51.4,23,54,232
34,M,176.3,75.5,21.9,41.7,20.8,38,196
26,M,169.5,63.4,10.6,44.3,0.8,35,195
51,F,154.9,63.7,29.7,19.1,20.6,38,118
54,M,172.5,70.9,21.5,38.2,8.6,39,182
48,M,173.7,70.16,12.9,47.1,31,50,205
41,F,165.5,64.7,35.4,22.3,-1.5,30,154
50,F,163.4,63.2,29.1,24,24.2,31,138
32,M,172.4,72.3,20.1,49.5,14.6,61,223
54,M,167.1,61.1,19.9,33.8,-6.8,20,168
51,M,175,75.2,22.6,39.7,11,26,198
56,F,125,34.4,39.2,12.6,17,27,109
55,M,163.6,71.68,27.3,46.1,19,35,211
24,F,159.6,62.9,30.9,29.2,26.5,43,177
40,F,165.4,64.6,30.9,29.4,11,24,154
27,M,167,65.3,17.7,44.7,8.6,54,227
42,M,176,84.6,17.4,55.5,12.7,43,223
33,M,169.2,63.8,10.8,46.4,30,60,241
21,F,164.2,51.66,20.1,23.6,3.3,46,195
26,F,166.5,61.48,30.2,19.2,30.8,39,140
30,M,176.1,77.5,16.6,53,29,53,240
29,F,164.3,61.6,31.4,31,18.8,32,157
28,M,169.8,60.6,8.4,41.6,18.3,60,234
63,M,167.4,67.1,27.1,36.7,22.2,40,187
21,F,162.4,49.2,21.3,22.8,28,41,186
28,M,176.2,70.3,18.7,40,-10.6,41,222
47,M,168.1,76.8,23.6,49.1,18,46,211
64,M,164,71.2,24.5,43.6,13.2,32,172
61,M,166.4,66.1,20.5,33,6.5,25,166
25,F,161.3,46,22.8,27.2,21.8,35,172
60,M,168.3,66.2,18.2,34.1,22.6,37,165
23,F,166.2,52.6,19.5,29,21.6,39,151
22,M,180.3,73.6,27,37.7,-2,41,163
23,F,172.8,62.4,24,36.7,14.8,40,193
63,M,179.3,66.4,25.1,31.3,10,22,130
31,M,174.1,73.9,23.2,53.3,14.2,49,219
22,M,173.1,71,26.6,38.3,-6.4,30,170
35,M,178.3,78.3,25.2,46.4,5,38,215
37,F,154,51.8,31.3,26.6,19.8,53,171
51,M,162.6,66,31.6,30.9,-4,40,182
32,M,190.9,107.6,25.5,47.5,20.7,32,230
35,M,174.9,72.9,16,52,15,50,215
54,F,163.6,78.6,40.1,21.9,9.6,11,135
63,M,167.6,68.9,30.7,42.2,18.7,31,177
61,F,158,65.02,33,27.9,21.4,19,118
31,M,169.2,67,19.7,45.4,30.6,61,230
56,F,154,61.9,33.5,22.2,17.2,14,145
24,M,170.5,66.7,20,44.5,9.5,35,253
51,F,154.3,57.2,35.2,26.2,11.8,9,126
58,F,151,60,24.7,19,20,6,47
22,M,172,61.5,13.2,43.8,13.9,53,234
60,M,183.7,82.8,22.6,41.3,4.9,19,142
21,F,165.1,55,17.5,24,20.2,51,203
22,F,157.1,45.4,19.8,26.9,21.8,43,190
45,M,162.5,69.5,25.4,49.2,20.1,52,235
45,M,174.7,62.6,8.8,35.9,11.2,57,221
44,F,160.3,52.8,27.9,24.9,13.2,19,132
26,M,171.6,85.8,30.9,33.9,-3.9,46,190
36,M,178,77.52,13.3,53.9,17,62,273
59,M,157.1,60.3,22.5,42.2,16.5,36,192
26,F,159.7,53,27.2,28.9,17.3,33,173
48,M,174.2,84.6,26.1,38.5,3,26,190
36,M,173,83,19.3,58.5,13.7,62,281
21,F,155.2,43.1,17.8,25.2,24.4,33,163
28,M,175.3,69.44,22.6,36.4,15,50,217
27,M,175.4,64.3,9.8,35.9,14.9,71,236
21,M,168.3,60.5,16.4,31,18.7,62,226
64,M,167.8,74.4,27.3,41.6,7.5,27,200
25,M,170,82.8,31.9,46.8,5.4,35,190
40,M,183.2,94.4,24.4,45.9,8.4,30,217
51,M,181.2,85.2,25.4,47.3,-1,28,157
62,F,163.7,61.4,28.5,25.9,26.6,16,131
40,M,167,80.4,31.3,41.4,19.7,39,221
42,M,171.5,61.1,16.9,37.3,12.1,46,199
48,F,169.2,56.9,28.3,23.8,20,26,148
22,M,168.6,63.1,17.8,48.6,18.1,58,242
57,M,173.3,69.9,26.4,31.7,9.8,27,182
30,M,166,61.5,15,41.7,23.4,60,227
22,F,167.3,72.7,38.5,22.2,9.3,27,126
43,M,173.1,77.5,22.8,55.3,24,53,226
31,M,174,69.5,15.4,46.1,19.9,56,256
21,M,170,64.1,18.9,49,21.8,53,250
31,M,166,67.3,18.9,34.5,24.3,60,223
27,M,171,65.1,17.9,39.2,19.5,50,211
21,M,167.9,69.1,21.4,39.4,12,43,200
57,F,158.5,64.8,34.1,28.5,21,23,135
41,F,160.2,55.8,30.7,10,14.5,16,107
26,F,161.4,53.1,20.3,29.9,23.4,50,170
26,M,163,59.3,16.3,37.4,-4.4,45,191
33,M,172.5,70.9,17.4,46.3,10.1,49,215
60,M,167,76.4,27.7,46.6,8.2,29,178
55,F,159.7,55.9,27.9,17.8,21.5,24,145
41,F,157.2,61.7,37,17.6,-0.7,17,113
28,F,171,63.8,26.8,23.2,32.8,46,200
55,F,157.9,62,37.4,22.2,19.1,25,163
36,F,167,44,20.4,17.3,0.9,12,139
22,F,158,49.7,24.4,22.2,28.2,57,192
21,M,178.3,62.8,14.9,35.3,16.6,61,239
38,F,168.5,63.2,28.3,30,25.9,28,168
38,M,172.1,71.1,13.6,47,16.4,50,220
26,M,171,68.3,26.9,40,11.8,58,245
32,F,166.2,70.8,39.5,24.9,5.8,7,158
37,M,170.5,69,21.3,45.6,18.2,53,238
64,M,172.1,59.9,15.4,21.5,-7,19,150
41,M,172.6,68.5,17,36.7,17,56,221
45,M,170.3,72.54,20.9,43,14.5,42,209
43,M,172.2,87.8,28.5,31.8,-2.1,37,185
21,M,181.6,88.4,25.3,39,14.9,20,220
38,M,164,70.7,25.4,48,-3.9,50,198
39,F,161.1,56.9,30.2,25.8,7.9,45,151
22,M,179.9,72.4,12.7,44.5,14.5,57,234
36,M,169,77,30,34.3,5.3,36,189
45,M,168.2,69.1,23.9,38.3,9.2,33,206
53,F,162.5,63.18,32.7,27.6,11.4,12,133
62,M,175.5,72.4,14.6,39.4,11.7,42,188
61,M,177.4,77.68,17.9,50.2,19,31,184
24,F,160.3,64.3,37.2,19.3,25.8,10,155
22,M,166.6,59.1,15.4,39.1,15.6,65,245.1
26,F,166.8,58.6,25.6,27.8,22.1,39,175
32,M,171.4,57.4,13.6,39,1,46,189
28,M,171.7,73.46,20.7,46.8,22.5,61,238
27,F,167,55.6,24.1,28.4,26.4,43,173
23,M,184,87.5,24.3,37.7,-7.7,24,164
52,F,152.7,56.7,31,26.9,20,27,120
21,F,161.5,57.04,28,28.3,22.6,50,187
36,M,174.3,65.4,20.6,40.2,9.4,37,218
28,M,180.6,81.9,22.1,33.1,15.3,30,219
33,M,168.3,71.1,15,43.1,21,57,219
22,F,166,59.4,28.4,30.1,12.2,44,161
58,M,161.8,54.76,18.2,30.1,17.8,33,163
26,M,176.2,73.1,17.5,46.3,15.3,49,226
24,F,157.1,60.3,30.6,31.9,20.2,41,186
37,M,179,80.7,21.2,51.9,5,36,240
22,M,168.6,69.2,19.4,36.8,7.3,42,199
21,M,168,56.2,19.4,32.6,6.6,42,199
24,M,170.4,72.2,14.9,51,14.5,40,250
43,F,163.3,70.1,31.7,24.7,26,22,154
60,M,172,68.3,19.5,43.3,6.4,27,211
23,M,182.3,93.9,23.3,49.5,13.8,47,234
22,M,188,92.2,23.8,43.9,14.5,55,250
21,F,172,74.3,25.9,32.6,19,41,200
60,M,172.2,80,19.6,43.2,16.1,30,180
38,M,178,75.3,16.4,42.4,8.2,34,227
31,M,181.3,110,32.6,50.9,21,44,211
24,M,177.6,78.9,24.8,40.1,16.6,46,255
60,M,165.4,67.7,18.2,43.4,25.6,43,201
23,M,168.8,59.9,15.3,34.7,17.8,56,206
21,M,175.7,69.34,10.8,45.6,25.8,56,236
21,M,163,83.3,38,33.6,-2.8,36,155
41,M,174,69.1,12,42.2,24.4,66,244
21,F,153.9,56.7,33.4,25.6,11.2,30,146
23,M,177.4,70.9,18,41,12.7,65,270
22,F,154.5,49.5,22.2,23.4,24.1,40,166
24,F,154.6,51.8,26.9,25.6,24,46,150
23,M,175,86,23.1,61,21,60,243
59,M,171.4,67.8,21.4,47.6,11,36,177
22,M,183,87.6,20.9,40.9,25.7,49,163
57,M,175,76.5,18.6,47,7,50,210
26,M,170.9,67.5,12.7,43.4,15.1,52,247
59,F,153.7,49.7,24.3,23.9,23.3,36,140
27,F,164,52.1,16.4,26.2,26,51,184
24,F,160.5,41.7,24.7,21.4,3.8,21,152
43,M,176.3,69.7,25.3,39.9,20,44,196
21,M,177.9,82.2,17.3,43.3,16.3,55,238
30,M,170,66,10.3,48.9,14.5,65,216
61,M,173.6,84.7,28.8,37.4,11.3,14,178
48,M,180.7,76.2,22.2,47.2,21.3,38,218
61,M,168.9,66.5,19.1,31.4,11.7,45,190
26,M,170.3,74.3,16,48.6,25.1,52,234
24,M,186.7,84.4,21.8,44.2,10.6,50,221
55,M,165.2,64.7,16.8,37,20.3,50,205
40,F,158.3,55.3,23.6,32.8,20.8,51,201
36,M,182,83,22,50,15.9,45,210
30,M,175,64.7,29.5,27.5,-3.4,32,196
40,F,154.3,62.62,30.9,34.8,21.8,33,157
38,F,155.2,48.6,16.8,26,15.8,44,163
22,F,164,61.9,29.9,21.2,17.6,42,161
23,M,168.7,62.8,9.643515,40.8,16.5,58,257
31,M,168.1,73.6,19.8,45.8,19.1,51,198
22,F,159.1,48.9,27.4,22.3,19.1,50,172
40,M,178.7,91.5,27.8,50.5,10.8,39,195
40,M,169.6,83.5,30.3,45.8,6.6,28,200
61,F,151.7,37.4,38.5,18,15,1,70
63,M,173.8,87,28.4,55.8,13.7,28,175
47,F,158,59.2,24.1,28.1,17.5,32,175
35,M,175,79.8,19.2,45.9,14,52,197
28,M,176.3,70.94,15.6,49,17.5,45,234
22,M,169,72,16.8,47.1,25.3,55,252
25,F,158.8,74.1,36,34.1,27.6,56,189
63,F,152.1,66.7,39.8,22.7,10.1,4,117
58,M,174.6,92.3,25.3,43.4,11.8,29,185
37,F,163.9,56.2,26.6,25,20.6,28,180
28,F,156.9,51.5,23.4,28.4,23.4,37,164
36,M,167.7,77.7,29.8,40.3,10.3,32,207
28,F,167.1,71.2,38.2,32.6,19.1,48,146
23,M,176.6,55,4.9,46.4,15,43,244
24,M,185.7,86.6,22,48.3,-3.3,50,184
24,M,163.7,57.6,22.8,28,14.5,42,182
61,M,162.9,51.6,12.3,32.5,13.4,29,187
33,M,174.9,75.6,11.7,54.7,21.8,55,242
21,F,159.8,56.3,28.5,25.8,20.4,59,191
24,M,167.3,56.1,15.6,44.6,23.1,44,208
23,M,176.5,85.7,26.8,39.3,-4,49,207
24,M,170.6,66,8.5,49.3,19.1,58,238
61,M,166,62.3,23.1,35,10.8,23,156
31,M,176.4,72.8,13.4,45.9,17.1,61,235
51,F,153.9,54.4,26.1,22.4,28.8,40,137
22,M,172.1,76.6,21.4,33.3,14.2,46,186
51,F,154,50,21,17.6,23.1,39,151
26,M,173.4,81.4,31.9,32.8,-4.5,23,178
21,M,180.9,78.5,18.2,53.3,21.8,60,236
33,M,171.1,66.3,18.8,36.2,3.3,39,221
43,M,172.5,90.5,33,41.7,18.7,40,216
46,F,165.5,56.7,28,31.4,18.9,31,161
23,F,153.4,52.8,28.6,20.6,20.2,31,176
23,M,170,60.4,16.4,28.4,7.8,49,225
22,F,162.3,64.6,27.5,34.5,23.9,41,200
44,F,157.5,54.9,18.1,32,16.1,47,167
37,M,172.2,69.4,19.4,34.1,-1.9,39,214
46,M,174,64.4,16.2,52.1,13.3,40,230
21,F,160.5,60.1,32.2,28.5,20.2,36,170
41,M,172.9,71,19.8,44.8,-10.8,51,194
29,F,162.1,55.4,30.2,25.4,21.5,23,160
25,M,171,75.6,28.5,35.7,11.9,45,212
42,M,176.2,73.5,16.3,53.8,20.3,52,251
28,M,178,69.9,11.1,47.6,23,60,267
21,M,171.3,52.7,14.1,36.1,1,32,184
39,F,165.4,59.8,20.1,34,26.5,51,163
26,M,186.9,100.36,31.6,45.1,2.1,20,180
55,M,166,73.9,30.2,36.9,15.3,26,170
28,M,178,83.2,18.6,58.1,19.3,53,240
23,F,164.3,56.1,20,28.8,25.5,37,158
31,M,172.2,68.3,18.4,35.8,17.2,55,201
33,M,167.6,65.3,11.6,58.1,20.5,58,265
29,M,172.4,86.8,28.8,49.3,-1.6,34,183
46,M,177.8,83,20,46.4,13.5,41,182
27,M,162.8,66.7,15.1,46,10,65,230
31,M,187.7,89.7,21.2,47.9,11.4,45,230
54,M,174.8,73.2,23.4,43.9,14.9,52,198
42,M,176.7,101.8,35.5,41.2,8.3,17,198
30,M,168.6,80.3,20.6,62.6,25.1,62,265
26,M,171.2,67.7,23,38.4,12.3,47,203
51,M,167.7,66.3,22.4,39.5,18.2,33,193
23,M,175,70,14.7,42.2,23.8,63,245
52,F,159.7,64.1,30.4,23.7,16.2,25,142
23,M,160.3,63.9,20.3,46.1,9.8,66,173
33,M,169.4,73.9,18.1,50.6,16,60,232
40,F,163.1,53.88,30,21.7,20.3,15,153
26,F,167,57.5,28,24.1,31.8,22,156
25,M,175,81.5,17.1,56.9,15.2,63,271
59,F,154.1,59.92,34.6,20.1,21.4,16,103
62,M,174.3,74.1,14,50.6,13.1,54,199
33,M,177.8,80.9,21.3,51.6,19,57,230
39,F,164.1,52.8,29,21,25.8,33,159
59,F,155.1,57.3,40.4,19.4,16.21,0,116
41,M,173.7,66.82,13.3,46.2,10.1,32,219
23,M,167.5,64.6,13.2,49.4,21.1,68,234
24,M,173.8,78.5,17.3,50.7,2.8,54,180
44,M,172,80.7,26.4,34.3,7.5,34,193
29,M,181.3,75.9,15.3,60.7,11,47,234
21,F,152,50.3,28.3,23.1,16.8,29,145
25,F,161.6,50.3,32.7,21.9,25.4,29,123
32,M,173.9,68.2,17.9,46.2,16.9,52,224
29,M,178.7,73.2,19.2,42.4,9,32,223
